time,direction,bytes,latency,bps,duration,serverTime,responseSize,loadedLatencies
1774072138235,download,100000,222.09999990463257,1828206.8804412135,438.90000009536743,-1,100300,236.40000009536743
1774072143369,download,100000,363.80000019073486,1389677.8660676654,577.4000000953674,-1,100300,217
1774072143684,download,100000,219.60000038146973,2650809.3797211675,302.7000002861023,-1,100300,208.7000002861023
1774072144002,download,100000,231.19999980926514,2642951.252477113,303.59999990463257,-1,100300,217.40000009536743
1774072144308,download,100000,217.5,2726469.591505434,294.2999997138977,-1,100300,206.30000019073486
1774072144620,download,100000,227.90000009536743,2671994.674540339,300.2999997138977,-1,100300,290.30000019073486
1774072144928,download,100000,222.7000002861023,2709895.302148791,296.1000003814697,-1,100300,212.09999990463257
1774072145235,download,100000,223.09999990463257,2716316.857620013,295.40000009536743,-1,100300,216.69999980926514
1774072145537,download,100000,218.2999997138977,2764037.205617628,290.2999997138977,-1,100300,223.19999980926514
1774072145900,download,100000,274,2284738.042243107,351.19999980926514,-1,100300,214.5
1774072146683,download,1000000,229.59999990463257,10383287.922642345,770.6999998092651,-1,1000300,215.19999980926514 207.5
1774072147123,download,1000000,229.90000009536743,18714686.60631645,427.6000003814697,-1,1000300,221.7999997138977
1774072147421,download,1000000,218.7000002861023,27844119.68456708,287.40000009536743,-1,1000300,213.7000002861023
1774072147719,download,1000000,216.09999990463257,27990206.35652552,285.90000009536743,-1,1000300,215.90000009536743
1774072148017,download,1000000,218.09999990463257,27931588.132635254,286.5,-1,1000300,212.80000019073486
1774072148307,download,1000000,210.80000019073486,28672160.476755425,279.1000003814697,-1,1000300,209.40000009536743
1774072148609,download,1000000,218.7000002861023,27912103.215954944,286.7000002861023,-1,1000300,208.2999997138977
1774072148902,download,1000000,213.30000019073486,28427708.70337478,281.5,-1,1000300,
1774072149671,upload,100000,752.0999999046326,1054979.6615937678,762.0999999046326,-1,370,227.30000019073486 207.90000009536743
1774072150058,upload,100000,374.19999980926514,2092660.0739176034,384.19999980926514,-1,369,226.5
1774072150278,upload,100000,206.09999990463257,3720499.770267535,216.09999990463257,-1,376,
1774072150486,upload,100000,191.19999980926514,3996023.8606470223,201.19999980926514,-1,370,362.40000009536743
1774072150689,upload,100000,190.7999997138977,4003984.069449945,200.7999997138977,-1,371,223.90000009536743
1774072150895,upload,100000,193.19999980926514,3956692.917099799,203.19999980926514,-1,369,
1774072151101,upload,100000,191.30000019073486,3994038.744352695,201.30000019073486,-1,371,210.2999997138977
1774072151307,upload,100000,193.10000038146973,3958641.0560802473,203.10000038146973,-1,369,208.5
1774072152119,upload,1000000,571.7999997138977,13819181.856228426,581.7999997138977,-1,372,221.40000009536743
1774072152518,upload,1000000,378.69999980926514,20684332.400167797,388.69999980926514,-1,369,279.59999990463257
1774072152729,upload,1000000,195.59999990463257,39105058.38389761,205.59999990463257,-1,369,222.60000038146973
1774072152941,upload,1000000,194.69999980926514,39276990.75472149,204.69999980926514,-1,369,215.5
1774072153160,upload,1000000,202.80000019073486,37781954.85335368,212.80000019073486,-1,371,
1774072153377,upload,1000000,201.30000019073486,38050165.606921464,211.30000019073486,-1,369,211.19999980926514
1774072154197,download,10000000,220.59999990463257,99928053.97143377,800.5999999046326,-1,10000300,244.90000009536743 234.59999990463257
